case_id,match_status,query_key_used,matched_email_count,matched_email_ids,qualifying_outgoing_count,incoming_evidence_count,incoming_evidence_ids,review_status,manual_login_required_for_live_browser,strict_konu_boundary,timeout_seconds,resume_key,automatic_send_allowed,synthetic_only
KEPCASE003247,BUSINESS_NO_RESPONSE,sayi,0,,0,1,MAIL0003167,PENDING,True,True,90,KEPCASE003247,False,True
KEPCASE003248,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003168,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003248,False,True
KEPCASE003249,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003169,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003249,False,True
KEPCASE003250,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003170,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003250,False,True
KEPCASE003251,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003171,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003251,False,True
KEPCASE003252,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003172,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003252,False,True
KEPCASE003253,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003173,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003253,False,True
KEPCASE003254,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003174,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003254,False,True
KEPCASE003255,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003175,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003255,False,True
KEPCASE003256,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003176,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003256,False,True
KEPCASE003257,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003177,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003257,False,True
KEPCASE003258,MATCH_SAYI,sayi,1,MAIL0003178,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003258,False,True
KEPCASE003259,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003179,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003259,False,True
KEPCASE003260,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003180,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003260,False,True
KEPCASE003261,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003181,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003261,False,True
KEPCASE003262,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003182,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003262,False,True
KEPCASE003263,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003183,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003263,False,True
KEPCASE003264,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003184,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003264,False,True
KEPCASE003265,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003185,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003265,False,True
KEPCASE003266,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003266,False,True
KEPCASE003267,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003186,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003267,False,True
KEPCASE003268,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003187,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003268,False,True
KEPCASE003269,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003188,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003269,False,True
KEPCASE003270,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003189,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003270,False,True
KEPCASE003271,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003190,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003271,False,True
KEPCASE003272,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003191,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003272,False,True
KEPCASE003273,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003192,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003273,False,True
KEPCASE003274,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003193,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003274,False,True
KEPCASE003275,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003194,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003275,False,True
KEPCASE003276,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003195,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003276,False,True
KEPCASE003277,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003277,False,True
KEPCASE003278,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003196,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003278,False,True
KEPCASE003279,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003197,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003279,False,True
KEPCASE003280,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003198,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003280,False,True
KEPCASE003281,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003199,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003281,False,True
KEPCASE003282,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003200,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003282,False,True
KEPCASE003283,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003201,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003283,False,True
KEPCASE003284,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003202,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003284,False,True
KEPCASE003285,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003203,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003285,False,True
KEPCASE003286,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003204,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003286,False,True
KEPCASE003287,MATCH_SAYI,sayi,1,MAIL0003205,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003287,False,True
KEPCASE003288,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003206,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003288,False,True
KEPCASE003289,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003207,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003289,False,True
KEPCASE003290,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003208,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003290,False,True
KEPCASE003291,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003209,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003291,False,True
KEPCASE003292,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003210,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003292,False,True
KEPCASE003293,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003211,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003293,False,True
KEPCASE003294,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003212,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003294,False,True
KEPCASE003295,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003213,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003295,False,True
KEPCASE003296,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003214,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003296,False,True
KEPCASE003297,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003215,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003297,False,True
KEPCASE003298,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003216,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003298,False,True
KEPCASE003299,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003217,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003299,False,True
KEPCASE003300,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003218,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003300,False,True
KEPCASE003301,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003219,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003301,False,True
KEPCASE003302,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003220,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003302,False,True
KEPCASE003303,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003221,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003303,False,True
KEPCASE003304,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003222,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003304,False,True
KEPCASE003305,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003223,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003305,False,True
KEPCASE003306,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003224,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003306,False,True
KEPCASE003307,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003225,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003307,False,True
KEPCASE003308,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003226,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003308,False,True
KEPCASE003309,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003227,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003309,False,True
KEPCASE003310,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003310,False,True
KEPCASE003311,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003311,False,True
KEPCASE003312,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003228,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003312,False,True
KEPCASE003313,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003229,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003313,False,True
KEPCASE003314,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003230,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003314,False,True
KEPCASE003315,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003231,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003315,False,True
KEPCASE003316,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003232,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003316,False,True
KEPCASE003317,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003233,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003317,False,True
KEPCASE003318,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003234,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003318,False,True
KEPCASE003319,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003235,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003319,False,True
KEPCASE003320,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003236,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003320,False,True
KEPCASE003321,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003237,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003321,False,True
KEPCASE003322,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003238,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003322,False,True
KEPCASE003323,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003239,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003323,False,True
KEPCASE003324,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003240,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003324,False,True
KEPCASE003325,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003241,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003325,False,True
KEPCASE003326,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003242,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003326,False,True
KEPCASE003327,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003243,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003327,False,True
KEPCASE003328,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003244,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003328,False,True
KEPCASE003329,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003245,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003329,False,True
KEPCASE003330,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003246,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003330,False,True
KEPCASE003331,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003247,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003331,False,True
KEPCASE003332,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003248,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003332,False,True
KEPCASE003333,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003249,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003333,False,True
KEPCASE003334,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003250,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003334,False,True
KEPCASE003335,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003251,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003335,False,True
KEPCASE003336,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003252,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003336,False,True
KEPCASE003337,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003337,False,True
KEPCASE003338,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003253,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003338,False,True
KEPCASE003339,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003254,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003339,False,True
KEPCASE003340,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003255,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003340,False,True
KEPCASE003341,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003256,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003341,False,True
KEPCASE003342,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003257,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003342,False,True
KEPCASE003343,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003258,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003343,False,True
KEPCASE003344,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003259,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003344,False,True
KEPCASE003345,MATCH_SAYI,sayi,1,MAIL0003260,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003345,False,True
KEPCASE003346,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003346,False,True
KEPCASE003347,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003261,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003347,False,True
KEPCASE003348,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003262,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003348,False,True
KEPCASE003349,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003263,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003349,False,True
KEPCASE003350,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003264,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003350,False,True
KEPCASE003351,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003265,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003351,False,True
KEPCASE003352,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003266,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003352,False,True
KEPCASE003353,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003267,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003353,False,True
KEPCASE003354,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003268,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003354,False,True
KEPCASE003355,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003269,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003355,False,True
KEPCASE003356,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003270,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003356,False,True
KEPCASE003357,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003271,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003357,False,True
KEPCASE003358,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003272,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003358,False,True
KEPCASE003359,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003273,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003359,False,True
KEPCASE003360,MATCH_SAYI,sayi,1,MAIL0003274,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003360,False,True
KEPCASE003361,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003275,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003361,False,True
KEPCASE003362,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003276,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003362,False,True
KEPCASE003363,NOT_FOUND,sayi,0,,0,0,,PENDING,True,True,90,KEPCASE003363,False,True
KEPCASE003364,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003278,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003364,False,True
KEPCASE003365,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003279,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003365,False,True
KEPCASE003366,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003280,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003366,False,True
KEPCASE003367,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003281,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003367,False,True
KEPCASE003368,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003282,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003368,False,True
KEPCASE003369,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003283,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003369,False,True
KEPCASE003370,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003284,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003370,False,True
KEPCASE003371,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003285,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003371,False,True
KEPCASE003372,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003286,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003372,False,True
KEPCASE003373,NOT_FOUND,sayi,0,,0,0,,PENDING,True,True,90,KEPCASE003373,False,True
KEPCASE003374,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003287,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003374,False,True
KEPCASE003375,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003288,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003375,False,True
KEPCASE003376,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003289,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003376,False,True
KEPCASE003377,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003290,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003377,False,True
KEPCASE003378,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003378,False,True
KEPCASE003379,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003291,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003379,False,True
KEPCASE003380,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003292,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003380,False,True
KEPCASE003381,MATCH_SAYI,sayi,1,MAIL0003293,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003381,False,True
KEPCASE003382,BUSINESS_NO_RESPONSE,sayi,0,,0,1,MAIL0003294,PENDING,True,True,90,KEPCASE003382,False,True
KEPCASE003383,EXCLUDED_ICRA,,0,,0,0,,NOT_REQUIRED,True,True,90,KEPCASE003383,False,True
KEPCASE003384,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003295,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003384,False,True
KEPCASE003385,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003296,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003385,False,True
KEPCASE003386,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003297,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003386,False,True
KEPCASE003387,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003298,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003387,False,True
KEPCASE003388,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003299,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003388,False,True
KEPCASE003389,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003300,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003389,False,True
KEPCASE003390,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003301,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003390,False,True
KEPCASE003391,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003302,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003391,False,True
KEPCASE003392,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003303,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003392,False,True
KEPCASE003393,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003304,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003393,False,True
KEPCASE003394,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003305,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003394,False,True
KEPCASE003395,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003306,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003395,False,True
KEPCASE003396,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003307,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003396,False,True
KEPCASE003397,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003308,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003397,False,True
KEPCASE003398,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003309,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003398,False,True
KEPCASE003399,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003310,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003399,False,True
KEPCASE003400,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003311,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003400,False,True
KEPCASE003401,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003312,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003401,False,True
KEPCASE003402,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003313,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003402,False,True
KEPCASE003403,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003314,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003403,False,True
KEPCASE003404,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003315,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003404,False,True
KEPCASE003405,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003316,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003405,False,True
KEPCASE003406,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003317,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003406,False,True
KEPCASE003407,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003318,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003407,False,True
KEPCASE003408,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003319,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003408,False,True
KEPCASE003409,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003320,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003409,False,True
KEPCASE003410,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003321,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003410,False,True
KEPCASE003411,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003322,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003411,False,True
KEPCASE003412,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003323,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003412,False,True
KEPCASE003413,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003324,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003413,False,True
KEPCASE003414,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003325,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003414,False,True
KEPCASE003415,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003326,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003415,False,True
KEPCASE003416,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003327,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003416,False,True
KEPCASE003417,MATCH_SAYI,sayi,1,MAIL0003328,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003417,False,True
KEPCASE003418,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003329,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003418,False,True
KEPCASE003419,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003330,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003419,False,True
KEPCASE003420,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003331,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003420,False,True
KEPCASE003421,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003332,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003421,False,True
KEPCASE003422,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003333,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003422,False,True
KEPCASE003423,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003334,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003423,False,True
KEPCASE003424,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003335,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003424,False,True
KEPCASE003425,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003336,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003425,False,True
KEPCASE003426,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003337,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003426,False,True
KEPCASE003427,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003338,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003427,False,True
KEPCASE003428,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003339,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003428,False,True
KEPCASE003429,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003340,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003429,False,True
KEPCASE003430,MATCH_SAYI,sayi,1,MAIL0003341,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003430,False,True
KEPCASE003431,MATCH_SORUSTURMA,sorusturma_no,1,MAIL0003342,1,0,,NOT_REQUIRED,True,True,90,KEPCASE003431,False,True
